Unnamed: 0,issue_id,created_date,issue_region,nps_score,nps_category,nps_sentiment,nps_sentiment_type,sla_adherence
2742,ENT-45711,2024-07-22,EMEA,,,,,1.0
2743,ENT-45712,2024-07-22,EMEA,,,,,1.0
2744,ENT-45713,2024-07-22,EMEA,,,,,1.0
2745,ENT-45715,2024-07-22,EMEA,,,,,1.0
2746,ENT-45716,2024-07-22,EMEA,,,,,1.0
2747,ENT-45717,2024-07-22,EMEA,,,,,1.0
2748,ENT-45718,2024-07-22,AMER,,,,,1.0
2749,ENT-45719,2024-07-22,AMER,,,,,0.0
2750,ENT-45720,2024-07-22,EMEA,10.0,Promoter,,,1.0
2751,ENT-45721,2024-07-22,AMER,,,,,1.0
2752,ENT-45723,2024-07-22,AMER,,,,,1.0
2753,ENT-45724,2024-07-22,EMEA,,,,,1.0
2754,ENT-45725,2024-07-22,AMER,,,,,1.0
2755,ENT-45726,2024-07-22,AMER,,,,,1.0
2756,ENT-45727,2024-07-22,AMER,,,,,1.0
2757,ENT-45729,2024-07-22,EMEA,,,,,1.0
2758,ENT-45730,2024-07-22,AMER,,,,,1.0
2759,ENT-45731,2024-07-22,AMER,,,,,1.0
2760,ENT-45732,2024-07-22,AMER,,,,,1.0
2761,ENT-45733,2024-07-22,AMER,9.0,Promoter,,,1.0
2762,ENT-45734,2024-07-22,AMER,,,,,0.5
2763,ENT-45735,2024-07-22,AMER,10.0,Promoter,0.0,Neutral,1.0
2764,ENT-45736,2024-07-22,AMER,9.0,Promoter,,,1.0
2765,ENT-45737,2024-07-22,AMER,,,,,0.666666667
2766,ENT-45738,2024-07-22,EMEA,,,,,1.0
2767,ENT-45739,2024-07-22,AMER,,,,,0.75
2768,ENT-45740,2024-07-12,AMER,,,0.0,Neutral,1.0
2769,ENT-45741,2024-07-22,AMER,,,,,1.0
2770,ENT-45742,2024-07-22,AMER,,,,,1.0
2771,ENT-45743,2024-07-22,AMER,,,,,1.0
2772,ENT-45745,2024-07-22,AMER,,,,,1.0
2773,ENT-45746,2024-07-22,AMER,,,,,1.0
2774,ENT-45747,2024-07-22,AMER,,,,,1.0
2775,ENT-45748,2024-07-22,AMER,,,,,1.0
2776,ENT-45749,2024-07-22,AMER,7.0,Passive,0.333333333333333,Positive,1.0
2777,ENT-45750,2024-07-22,AMER,,,,,0.0
2778,ENT-45752,2024-07-22,AMER,,,,,1.0
2779,ENT-45753,2024-07-22,AMER,,,,,1.0
2780,ENT-45756,2024-07-22,AMER,,,,,1.0
2781,ENT-45757,2024-07-22,AMER,,,,,1.0
2782,ENT-45758,2024-07-22,AMER,,,,,0.857142857
2783,ENT-45759,2024-07-22,AMER,,,,,1.0
2784,ENT-45760,2024-07-22,AMER,,,,,1.0
2785,ENT-45762,2024-07-22,AMER,,,,,1.0
2786,ENT-45763,2024-07-22,AMER,9.0,Promoter,,,1.0
2787,ENT-45764,2024-07-22,AMER,,,,,1.0
2788,ENT-45765,2024-07-22,AMER,,,,,0.5
2789,ENT-45767,2024-07-22,AMER,,,,,1.0
2790,ENT-45769,2024-07-22,AMER,,,,,1.0
2791,ENT-45771,2024-07-22,APAC,,,,,1.0
2792,ENT-45773,2024-07-22,APAC,,,,,1.0
2793,ENT-45774,2024-07-23,AMER,,,,,1.0
2794,ENT-45775,2024-07-23,APAC,8.0,Passive,,,1.0
2795,ENT-45776,2024-07-23,APAC,,,,,1.0
2796,ENT-45778,2024-07-23,EMEA,,,,,1.0
2797,ENT-45779,2024-07-23,APAC,10.0,Promoter,,,1.0
2798,ENT-45780,2024-07-23,APAC,,,,,1.0
2799,ENT-45781,2024-07-23,EMEA,,,,,1.0
2800,ENT-45783,2024-07-23,APAC,,,,,0.75
2801,ENT-45784,2024-07-23,APAC,,,,,0.5
2802,ENT-45785,2024-07-23,EMEA,10.0,Promoter,,,1.0
2803,ENT-45786,2024-07-23,APAC,10.0,Promoter,0.5,Positive,1.0
2804,ENT-45787,2024-07-23,EMEA,,,,,1.0
2805,ENT-45788,2024-07-23,EMEA,,,,,1.0
2806,ENT-45789,2024-07-23,EMEA,,,,,1.0
2807,ENT-45790,2024-07-23,EMEA,,,,,1.0
2808,ENT-45791,2024-07-23,EMEA,8.0,Passive,,,1.0
2809,ENT-45792,2024-07-23,EMEA,,,,,1.0
2810,ENT-45793,2024-07-23,EMEA,,,,,1.0
2811,ENT-45795,2024-07-23,EMEA,,,,,1.0
2812,ENT-45796,2024-07-23,EMEA,,,,,1.0
2813,ENT-45797,2024-07-23,EMEA,,,,,1.0
2814,ENT-45799,2024-07-23,EMEA,,,,,1.0
2815,ENT-45800,2024-07-23,EMEA,,,,,1.0
2816,ENT-45801,2024-07-23,EMEA,9.0,Promoter,-0.25,Negative,1.0
2817,ENT-45802,2024-07-23,EMEA,,,,,0.5
2818,ENT-45803,2024-07-23,APAC,10.0,Promoter,,,1.0
2819,ENT-45804,2024-07-23,EMEA,,,,,1.0
2820,ENT-45805,2024-07-23,APAC,,,,,1.0
2821,ENT-45806,2024-07-23,EMEA,,,,,1.0
2822,ENT-45807,2024-07-23,EMEA,,,,,1.0
2823,ENT-45808,2024-07-23,EMEA,,,,,1.0
2824,ENT-45809,2024-07-23,EMEA,,,,,0.833333333
2825,ENT-45811,2024-07-23,EMEA,,,,,1.0
2826,ENT-45812,2024-07-23,EMEA,,,,,1.0
2827,ENT-45813,2024-07-23,EMEA,,,,,1.0
2828,ENT-45814,2024-07-23,EMEA,9.0,Promoter,,,1.0
2829,ENT-45815,2024-07-23,EMEA,,,,,1.0
2830,ENT-45816,2024-07-23,EMEA,,,,,1.0
2831,ENT-45818,2024-07-23,EMEA,,,,,1.0
2832,ENT-45821,2024-07-23,EMEA,,,,,1.0
2833,ENT-45822,2024-07-23,EMEA,,,,,1.0
2834,ENT-45823,2024-07-23,EMEA,,,,,1.0
2835,ENT-45824,2024-07-23,EMEA,,,,,1.0
2836,ENT-45825,2024-07-23,EMEA,10.0,Promoter,,,1.0
2837,ENT-45826,2024-07-23,EMEA,,,,,1.0
2838,ENT-45827,2024-07-23,EMEA,,,,,1.0
2839,ENT-45828,2024-07-23,EMEA,,,,,1.0
2840,ENT-45829,2024-07-23,EMEA,,,,,1.0
2841,ENT-45830,2024-07-23,EMEA,,,,,1.0
2842,ENT-45831,2024-07-23,EMEA,,,,,1.0
2843,ENT-45832,2024-07-23,EMEA,,,,,1.0
2844,ENT-45834,2024-07-23,EMEA,10.0,Promoter,,,1.0
2845,ENT-45835,2024-07-23,EMEA,7.0,Passive,0.204081632653061,Positive,0.923076923
2846,ENT-45836,2024-07-23,EMEA,,,,,1.0
2847,ENT-45837,2024-07-23,EMEA,,,,,1.0
2848,ENT-45838,2024-07-23,AMER,,,,,1.0
2849,ENT-45840,2024-07-23,EMEA,,,,,1.0
2850,ENT-45841,2024-07-23,EMEA,10.0,Promoter,,,1.0
2851,ENT-45842,2024-07-23,APAC,,,,,1.0
2852,ENT-45843,2024-07-23,AMER,,,,,1.0
2853,ENT-45844,2024-07-23,EMEA,,,,,1.0
2854,ENT-45845,2024-07-23,EMEA,,,,,1.0
2855,ENT-45846,2024-07-23,AMER,,,,,1.0
2856,ENT-45848,2024-07-23,EMEA,,,,,1.0
2857,ENT-45849,2024-07-23,EMEA,,,,,1.0
2858,ENT-45850,2024-07-23,APAC,10.0,Promoter,0.133333333333333,Positive,1.0
2859,ENT-45852,2024-07-23,EMEA,,,,,1.0
2860,ENT-45853,2024-07-23,EMEA,,,,,1.0
2861,ENT-45854,2024-07-23,EMEA,,,,,1.0
2862,ENT-45855,2024-07-23,EMEA,,,,,0.6
2863,ENT-45856,2024-07-23,EMEA,,,,,1.0
2864,ENT-45857,2024-07-23,AMER,,,,,1.0
2865,ENT-45858,2024-07-23,EMEA,,,,,1.0
2866,ENT-45860,2024-07-23,EMEA,8.0,Passive,,,1.0
2867,ENT-45861,2024-07-23,AMER,,,,,1.0
2868,ENT-45862,2024-07-23,AMER,,,,,0.923076923
2869,ENT-45863,2024-07-23,AMER,10.0,Promoter,,,1.0
2870,ENT-45864,2024-07-23,EMEA,,,,,1.0
2871,ENT-45865,2024-07-23,AMER,,,,,1.0
2872,ENT-45866,2024-07-23,AMER,,,,,1.0
2873,ENT-45867,2024-07-23,AMER,,,,,1.0
2874,ENT-45868,2024-07-23,EMEA,,,,,0.857142857
2875,ENT-45869,2024-07-23,EMEA,10.0,Promoter,,,1.0
2876,ENT-45870,2024-07-23,EMEA,,,,,1.0
2877,ENT-45871,2024-07-23,EMEA,,,,,1.0
2878,ENT-45872,2024-07-23,AMER,,,,,1.0
2879,ENT-45873,2024-07-23,AMER,,,,,1.0
2880,ENT-45875,2024-07-23,EMEA,,,,,1.0
2881,ENT-45876,2024-07-23,APAC,,,,,1.0
2882,ENT-45878,2024-07-23,AMER,8.0,Passive,,,1.0
2883,ENT-45879,2024-07-23,EMEA,,,,,1.0
2884,ENT-45880,2024-07-23,AMER,,,,,1.0
2885,ENT-45881,2024-07-23,AMER,,,,,1.0
2886,ENT-45882,2024-07-23,AMER,,,,,1.0
2887,ENT-45883,2024-07-23,EMEA,,,,,1.0
2888,ENT-45884,2024-07-23,AMER,,,,,1.0
2889,ENT-45885,2024-07-23,AMER,,,,,1.0
2890,ENT-45886,2024-07-23,EMEA,,,,,0.5
2891,ENT-45887,2024-07-23,AMER,,,,,0.636363636
2892,ENT-45888,2024-07-23,AMER,10.0,Promoter,0.230769230769231,Positive,1.0
2893,ENT-45889,2024-07-23,AMER,,,,,1.0
2894,ENT-45890,2024-07-23,AMER,,,,,1.0
2895,ENT-45892,2024-07-23,AMER,,,,,1.0
2896,ENT-45894,2024-07-23,EMEA,,,,,1.0
2897,ENT-45895,2024-07-23,AMER,,,,,1.0
2898,ENT-45897,2024-07-23,AMER,,,,,1.0
2899,ENT-45898,2024-07-23,AMER,,,,,1.0
2900,ENT-45899,2024-07-23,EMEA,,,,,1.0
2901,ENT-45900,2024-07-23,EMEA,10.0,Promoter,0.125,Positive,1.0
2902,ENT-45901,2024-07-23,AMER,,,,,1.0
2903,ENT-45902,2024-07-23,EMEA,,,,,1.0
2904,ENT-45903,2024-07-23,EMEA,,,,,1.0
2905,ENT-45906,2024-07-23,AMER,,,,,1.0
2906,ENT-45907,2024-07-23,AMER,,,,,0.785714286
2907,ENT-45908,2024-07-23,AMER,,,,,1.0
2908,ENT-45909,2024-07-23,AMER,,,,,1.0
2909,ENT-45910,2024-07-23,AMER,,,,,1.0
2910,ENT-45912,2024-07-23,AMER,,,,,1.0
2911,ENT-45913,2024-07-23,AMER,,,,,1.0
2912,ENT-45914,2024-07-23,EMEA,,,,,1.0
2913,ENT-45915,2024-07-23,AMER,,,,,1.0
2914,ENT-45918,2024-07-23,AMER,,,,,1.0
2915,ENT-45920,2024-07-23,AMER,,,,,1.0
2916,ENT-45921,2024-07-23,AMER,10.0,Promoter,,,1.0
2917,ENT-45923,2024-07-23,AMER,,,,,1.0
2918,ENT-45924,2024-07-23,EMEA,,,,,1.0
2919,ENT-45925,2024-07-23,AMER,,,,,1.0
2920,ENT-45926,2024-07-23,AMER,9.0,Promoter,,,1.0
2921,ENT-45927,2024-07-23,AMER,,,,,1.0
2922,ENT-45928,2024-07-23,AMER,,,,,1.0
2923,ENT-45929,2024-07-23,AMER,,,,,1.0
2924,ENT-45930,2024-07-23,AMER,,,,,1.0
2925,ENT-45931,2024-07-23,AMER,10.0,Promoter,0.1,Positive,1.0
2926,ENT-45932,2024-07-23,AMER,,,,,1.0
2927,ENT-45933,2024-07-23,AMER,,,,,1.0
2928,ENT-45934,2024-07-23,AMER,,,,,1.0
2929,ENT-45935,2024-07-24,AMER,,,,,1.0
2930,ENT-45936,2024-07-24,AMER,,,,,1.0
2931,ENT-45937,2024-07-24,APAC,10.0,Promoter,,,1.0
2932,ENT-45938,2024-07-24,APAC,,,,,1.0
2933,ENT-45939,2024-07-24,AMER,10.0,Promoter,,,1.0
2934,ENT-45940,2024-07-24,APAC,,,,,1.0
2935,ENT-45941,2024-07-24,APAC,9.0,Promoter,,,1.0
2936,ENT-45943,2024-07-24,APAC,,,,,1.0
2937,ENT-45944,2024-07-24,APAC,10.0,Promoter,0.0,Neutral,1.0
2938,ENT-45946,2024-07-24,EMEA,,,,,1.0
2939,ENT-45947,2024-07-24,APAC,,,,,1.0
2940,ENT-45949,2024-07-24,EMEA,,,,,1.0
2941,ENT-45950,2024-07-24,APAC,,,,,1.0
2942,ENT-45951,2024-07-24,APAC,10.0,Promoter,,,1.0
2943,ENT-45952,2024-07-24,EMEA,,,,,1.0
2944,ENT-45953,2024-07-24,APAC,9.0,Promoter,,,1.0
2945,ENT-45954,2024-07-24,EMEA,,,,,1.0
2946,ENT-45955,2024-07-24,EMEA,,,,,1.0
2947,ENT-45956,2024-07-24,APAC,,,,,1.0
2948,ENT-45957,2024-07-24,EMEA,,,,,1.0
2949,ENT-45958,2024-07-24,EMEA,,,,,1.0
2950,ENT-45959,2024-07-24,EMEA,,,,,1.0
2951,ENT-45960,2024-07-23,EMEA,,,,,1.0
2952,ENT-45961,2024-07-24,EMEA,,,,,1.0
2953,ENT-45963,2024-07-24,EMEA,,,,,1.0
2954,ENT-45964,2024-07-24,EMEA,,,,,1.0
2955,ENT-45965,2024-07-24,EMEA,,,,,0.875
2956,ENT-45966,2024-07-24,EMEA,,,,,1.0
2957,ENT-45967,2024-07-24,APAC,,,,,1.0
2958,ENT-45969,2024-07-24,EMEA,,,,,1.0
2959,ENT-45970,2024-07-24,EMEA,,,,,1.0
2960,ENT-45971,2024-07-24,EMEA,,,,,1.0
2961,ENT-45972,2024-07-24,EMEA,,,,,1.0
2962,ENT-45973,2024-07-24,EMEA,,,,,1.0
2963,ENT-45974,2024-07-24,EMEA,,,,,1.0
2964,ENT-45976,2024-07-24,EMEA,,,,,1.0
2965,ENT-45977,2024-07-24,EMEA,,,,,1.0
2966,ENT-45978,2024-07-24,EMEA,,,,,1.0
2967,ENT-45979,2024-07-24,EMEA,,,,,1.0
2968,ENT-45980,2024-07-24,APAC,,,,,1.0
2969,ENT-45981,2024-07-24,EMEA,,,,,1.0
2970,ENT-45982,2024-07-24,EMEA,9.0,Promoter,,,1.0
2971,ENT-45983,2024-07-24,EMEA,,,,,1.0
2972,ENT-45984,2024-07-24,EMEA,,,,,1.0
2973,ENT-45986,2024-07-24,EMEA,,,,,1.0
2974,ENT-45987,2024-07-24,EMEA,,,,,1.0
2975,ENT-45990,2024-07-24,EMEA,10.0,Promoter,0.0,Neutral,0.5
2976,ENT-45991,2024-07-24,EMEA,,,,,1.0
2977,ENT-45994,2024-07-24,EMEA,,,,,1.0
2978,ENT-45995,2024-07-24,EMEA,,,,,1.0
2979,ENT-45996,2024-07-24,EMEA,,,,,1.0
2980,ENT-45997,2024-07-24,EMEA,,,,,1.0
2981,ENT-45998,2024-07-24,EMEA,,,,,1.0
2982,ENT-46000,2024-07-24,AMER,,,,,1.0
2983,ENT-46001,2024-07-24,AMER,,,,,1.0
2984,ENT-46002,2024-07-24,EMEA,,,,,1.0
2985,ENT-46003,2024-07-24,EMEA,10.0,Promoter,0.666666666666667,Positive,1.0
2986,ENT-46004,2024-07-24,AMER,,,,,0.5
2987,ENT-46005,2024-07-24,EMEA,,,,,1.0
2988,ENT-46006,2024-07-24,EMEA,,,,,1.0
2989,ENT-46007,2024-07-24,AMER,,,,,1.0
2990,ENT-46009,2024-07-24,EMEA,,,,,1.0
2991,ENT-46011,2024-07-24,AMER,,,,,1.0
2992,ENT-46012,2024-07-24,EMEA,,,,,1.0
2993,ENT-46013,2024-07-24,EMEA,,,,,1.0
2994,ENT-46015,2024-07-24,AMER,,,,,1.0
2995,ENT-46016,2024-07-24,AMER,,,,,1.0
2996,ENT-46017,2024-07-24,AMER,,,,,1.0
2997,ENT-46018,2024-07-24,AMER,,,,,1.0
2998,ENT-46019,2024-07-10,AMER,,,,,1.0
2999,ENT-46020,2024-07-24,EMEA,,,,,1.0
3000,ENT-46021,2024-07-24,AMER,,,,,1.0
3001,ENT-46022,2024-07-24,AMER,,,,,1.0
3002,ENT-46023,2024-07-24,EMEA,,,,,1.0
3003,ENT-46024,2024-07-24,AMER,,,,,0.5
3004,ENT-46025,2024-07-24,EMEA,,,,,1.0
3005,ENT-46026,2024-07-24,AMER,,,,,1.0
3006,ENT-46027,2024-07-24,AMER,,,,,1.0
3007,ENT-46028,2024-07-24,AMER,,,,,1.0
3008,ENT-46031,2024-07-24,EMEA,,,,,1.0
3009,ENT-46033,2024-07-24,EMEA,,,,,1.0
3010,ENT-46034,2024-07-24,AMER,,,,,1.0
3011,ENT-46035,2024-07-24,AMER,,,,,1.0
3012,ENT-46036,2024-07-24,AMER,,,,,1.0
3013,ENT-46037,2024-07-24,EMEA,10.0,Promoter,,,1.0
3014,ENT-46038,2024-07-24,EMEA,10.0,Promoter,,,1.0
3015,ENT-46039,2024-07-24,AMER,,,,,1.0
3016,ENT-46040,2024-07-24,AMER,,,,,1.0
3017,ENT-46043,2024-07-24,AMER,,,,,0.0
3018,ENT-46044,2024-07-24,AMER,,,,,1.0
3019,ENT-46045,2024-07-24,EMEA,,,,,1.0
3020,ENT-46048,2024-07-24,AMER,,,,,1.0
3021,ENT-46049,2024-07-24,AMER,,,,,1.0
3022,ENT-46050,2024-07-24,AMER,,,,,1.0
3023,ENT-46052,2024-07-24,AMER,,,,,1.0
3024,ENT-46053,2024-07-24,AMER,,,,,1.0
3025,ENT-46054,2024-07-24,AMER,,,,,1.0
3026,ENT-46056,2024-07-24,AMER,,,,,1.0
3027,ENT-46057,2024-07-24,AMER,,,,,1.0
3028,ENT-46058,2024-07-24,AMER,,,,,1.0
3029,ENT-46059,2024-07-24,AMER,,,,,1.0
3030,ENT-46060,2024-07-24,AMER,,,,,1.0
3031,ENT-46061,2024-07-24,AMER,,,,,1.0
3032,ENT-46062,2024-07-24,AMER,,,,,0.5
3033,ENT-46063,2024-07-24,AMER,9.0,Promoter,,,1.0
3034,ENT-46064,2024-07-24,AMER,,,,,1.0
3035,ENT-46065,2024-07-24,AMER,,,,,1.0
3036,ENT-46066,2024-07-25,AMER,,,,,1.0
3037,ENT-46067,2024-07-25,APAC,,,,,1.0
3038,ENT-46068,2024-07-25,AMER,10.0,Promoter,,,0.75
3039,ENT-46069,2024-07-25,APAC,,,,,1.0
3040,ENT-46070,2024-07-25,AMER,,,,,1.0
3041,ENT-46071,2024-07-25,APAC,,,,,1.0
3042,ENT-46072,2024-07-25,APAC,,,,,1.0
3043,ENT-46073,2024-07-25,AMER,,,,,1.0
3044,ENT-46075,2024-07-25,APAC,,,,,1.0
3045,ENT-46076,2024-07-25,EMEA,,,,,1.0
3046,ENT-46077,2024-07-25,EMEA,,,,,1.0
3047,ENT-46078,2024-07-25,APAC,,,,,1.0
3048,ENT-46079,2024-07-25,EMEA,,,,,1.0
3049,ENT-46080,2024-07-25,EMEA,,,,,1.0
3050,ENT-46081,2024-07-25,EMEA,,,,,1.0
3051,ENT-46082,2024-07-25,APAC,,,,,1.0
3052,ENT-46083,2024-07-25,APAC,,,,,1.0
3053,ENT-46084,2024-07-25,EMEA,,,,,1.0
3054,ENT-46085,2024-07-25,EMEA,,,,,1.0
3055,ENT-46086,2024-07-25,EMEA,,,,,1.0
3056,ENT-46088,2024-07-25,APAC,,,,,1.0
3057,ENT-46089,2024-07-25,EMEA,,,,,1.0
3058,ENT-46090,2024-07-25,APAC,,,,,1.0
3059,ENT-46091,2024-07-25,EMEA,,,,,1.0
3060,ENT-46092,2024-07-25,EMEA,,,,,1.0
3061,ENT-46093,2024-07-25,EMEA,,,,,1.0
3062,ENT-46094,2024-07-25,APAC,,,,,1.0
3063,ENT-46095,2024-07-25,APAC,,,,,1.0
3064,ENT-46096,2024-07-25,EMEA,,,,,1.0
3065,ENT-46097,2024-07-25,APAC,,,,,1.0
3066,ENT-46099,2024-07-25,APAC,,,,,1.0
3067,ENT-46100,2024-07-25,EMEA,,,,,1.0
3068,ENT-46101,2024-07-25,EMEA,,,,,1.0
3069,ENT-46102,2024-07-25,EMEA,,,,,0.5
3070,ENT-46103,2024-07-25,APAC,,,,,0.666666667
3071,ENT-46104,2024-07-25,EMEA,,,,,1.0
3072,ENT-46106,2024-07-25,APAC,,,,,0.75
3073,ENT-46107,2024-07-25,EMEA,,,,,1.0
3074,ENT-46108,2024-07-25,EMEA,10.0,Promoter,,,1.0
3075,ENT-46110,2024-07-25,EMEA,10.0,Promoter,0.4,Positive,1.0
3076,ENT-46112,2024-07-25,EMEA,,,,,1.0
3077,ENT-46113,2024-07-25,EMEA,,,,,1.0
3078,ENT-46115,2024-07-25,EMEA,,,,,1.0
3079,ENT-46116,2024-07-25,EMEA,,,,,1.0
3080,ENT-46118,2024-07-25,EMEA,,,,,1.0
3081,ENT-46119,2024-07-25,AMER,,,,,1.0
3082,ENT-46121,2024-07-25,EMEA,10.0,Promoter,,,1.0
3083,ENT-46122,2024-07-25,APAC,,,,,1.0
3084,ENT-46123,2024-07-25,AMER,,,,,1.0
3085,ENT-46124,2024-07-25,EMEA,,,,,1.0
3086,ENT-46126,2024-07-25,EMEA,,,,,1.0
3087,ENT-46127,2024-07-25,AMER,,,,,1.0
3088,ENT-46128,2024-07-25,EMEA,,,,,0.833333333
3089,ENT-46129,2024-07-25,EMEA,,,,,1.0
3090,ENT-46130,2024-07-25,EMEA,,,,,1.0
3091,ENT-46131,2024-07-25,AMER,,,,,1.0
3092,ENT-46132,2024-07-25,EMEA,,,,,1.0
3093,ENT-46133,2024-07-25,EMEA,,,,,1.0
3094,ENT-46134,2024-07-25,EMEA,,,,,1.0
3095,ENT-46137,2024-07-25,AMER,,,,,1.0
3096,ENT-46138,2024-07-25,EMEA,,,,,1.0
3097,ENT-46139,2024-07-25,AMER,,,,,1.0
3098,ENT-46140,2024-07-25,AMER,,,,,1.0
3099,ENT-46141,2024-07-25,AMER,,,,,0.6
3100,ENT-46142,2024-07-25,EMEA,,,,,1.0
3101,ENT-46143,2024-07-25,AMER,10.0,Promoter,,,1.0
3102,ENT-46144,2024-07-25,AMER,,,,,1.0
3103,ENT-46145,2024-07-25,AMER,10.0,Promoter,1.0,Positive,1.0
3104,ENT-46146,2024-07-25,EMEA,,,,,0.857142857
3105,ENT-46147,2024-07-25,EMEA,,,,,0.75
3106,ENT-46148,2024-07-25,AMER,10.0,Promoter,,,1.0
3107,ENT-46149,2024-07-25,AMER,,,,,1.0
3108,ENT-46150,2024-07-25,AMER,,,,,1.0
3109,ENT-46151,2024-07-25,EMEA,,,,,1.0
3110,ENT-46152,2024-07-25,EMEA,10.0,Promoter,0.25,Positive,1.0
3111,ENT-46153,2024-07-25,AMER,,,,,1.0
3112,ENT-46155,2024-06-28,AMER,,,,,1.0
3113,ENT-46157,2024-07-25,EMEA,,,,,1.0
3114,ENT-46158,2024-07-25,AMER,7.0,Passive,,,1.0
3115,ENT-46159,2024-07-25,EMEA,10.0,Promoter,,,1.0
3116,ENT-46160,2024-07-25,AMER,,,,,1.0
3117,ENT-46161,2024-07-25,AMER,,,,,1.0
3118,ENT-46162,2024-07-25,AMER,,,,,1.0
3119,ENT-46164,2024-07-25,AMER,,,,,1.0
3120,ENT-46166,2024-07-25,AMER,,,,,1.0
3121,ENT-46168,2024-07-25,AMER,,,,,1.0
3122,ENT-46169,2024-07-25,AMER,,,,,1.0
3123,ENT-46170,2024-07-25,AMER,,,,,1.0
3124,ENT-46171,2024-07-25,AMER,,,,,1.0
3125,ENT-46172,2024-07-25,AMER,,,,,1.0
3126,ENT-46174,2024-07-25,AMER,10.0,Promoter,0.0769230769230769,Positive,1.0
3127,ENT-46175,2024-07-25,AMER,,,,,1.0
3128,ENT-46176,2024-07-25,APAC,,,,,1.0
3129,ENT-46177,2024-07-25,AMER,,,,,1.0
3130,ENT-46178,2024-07-25,AMER,9.0,Promoter,0.25,Positive,1.0
3131,ENT-46179,2024-07-25,AMER,,,,,1.0
3132,ENT-46180,2024-07-25,AMER,,,,,1.0
3133,ENT-46181,2024-07-25,AMER,,,,,1.0
3134,ENT-46182,2024-07-25,AMER,10.0,Promoter,,,1.0
3135,ENT-46184,2024-07-25,AMER,,,,,0.8
3136,ENT-46185,2024-07-25,AMER,,,,,1.0
3137,ENT-46187,2024-07-25,AMER,,,,,1.0
3138,ENT-46188,2024-07-25,AMER,10.0,Promoter,0.405405405405405,Positive,1.0
3139,ENT-46189,2024-07-25,AMER,,,,,1.0
3140,ENT-46190,2024-07-25,AMER,,,,,1.0
3141,ENT-46191,2024-07-25,APAC,,,,,1.0
3142,ENT-46193,2024-07-22,AMER,,,,,1.0
3143,ENT-46194,2024-07-25,EMEA,,,,,1.0
3144,ENT-46195,2024-07-26,AMER,,,,,1.0
3145,ENT-46196,2024-07-26,AMER,,,,,1.0
3146,ENT-46197,2024-07-26,APAC,,,,,1.0
3147,ENT-46200,2024-07-26,EMEA,,,,,1.0
3148,ENT-46201,2024-07-26,EMEA,,,,,1.0
3149,ENT-46202,2024-07-26,EMEA,,,,,0.9
3150,ENT-46203,2024-07-26,EMEA,,,,,1.0
3151,ENT-46204,2024-07-26,EMEA,,,,,1.0
3152,ENT-46205,2024-07-26,EMEA,,,,,1.0
3153,ENT-46207,2024-07-26,APAC,,,,,1.0
3154,ENT-46208,2024-07-26,APAC,,,,,1.0
3155,ENT-46209,2024-07-26,EMEA,,,,,1.0
3156,ENT-46210,2024-07-26,EMEA,,,,,1.0
3157,ENT-46211,2024-07-26,EMEA,,,,,1.0
3158,ENT-46212,2024-07-26,EMEA,,,,,1.0
3159,ENT-46213,2024-07-26,EMEA,,,,,1.0
3160,ENT-46214,2024-07-26,EMEA,,,,,0.666666667
3161,ENT-46215,2024-07-26,EMEA,,,,,1.0
3162,ENT-46216,2024-07-26,APAC,,,,,1.0
3163,ENT-46217,2024-07-26,APAC,,,,,1.0
3164,ENT-46218,2024-07-26,EMEA,,,,,1.0
3165,ENT-46219,2024-07-25,EMEA,,,,,1.0
3166,ENT-46220,2024-07-25,EMEA,,,,,1.0
3167,ENT-46221,2024-07-26,EMEA,,,,,1.0
3168,ENT-46224,2024-07-26,EMEA,10.0,Promoter,0.0526315789473684,Positive,0.857142857
3169,ENT-46225,2024-07-26,EMEA,,,,,0.714285714
3170,ENT-46228,2024-07-26,EMEA,9.0,Promoter,,,1.0
3171,ENT-46229,2024-07-26,EMEA,,,,,1.0
3172,ENT-46230,2024-07-26,EMEA,8.0,Passive,0.0727272727272727,Positive,1.0
3173,ENT-46233,2024-07-26,EMEA,10.0,Promoter,,,1.0
3174,ENT-46234,2024-07-26,EMEA,,,,,1.0
3175,ENT-46236,2024-07-26,EMEA,,,,,1.0
3176,ENT-46237,2024-07-26,EMEA,9.0,Promoter,,,0.888888889
3177,ENT-46238,2024-07-26,EMEA,,,,,1.0
3178,ENT-46239,2024-07-26,AMER,,,,,1.0
3179,ENT-46240,2024-07-26,EMEA,,,,,1.0
3180,ENT-46241,2024-07-26,AMER,,,,,0.833333333
3181,ENT-46244,2024-07-26,EMEA,,,,,1.0
3182,ENT-46245,2024-07-26,EMEA,,,,,1.0
3183,ENT-46246,2024-07-26,EMEA,,,,,1.0
3184,ENT-46247,2024-07-26,EMEA,,,,,1.0
3185,ENT-46248,2024-07-26,EMEA,,,,,1.0
3186,ENT-46250,2024-07-26,AMER,,,,,1.0
3187,ENT-46252,2024-07-26,EMEA,,,,,1.0
3188,ENT-46253,2024-07-26,AMER,,,,,1.0
3189,ENT-46254,2024-07-26,EMEA,8.0,Passive,,,1.0
3190,ENT-46255,2024-07-26,AMER,,,,,1.0
3191,ENT-46256,2024-07-26,EMEA,,,,,1.0
3192,ENT-46257,2024-07-26,EMEA,,,,,1.0
3193,ENT-46258,2024-07-26,EMEA,,,,,1.0
